품명부호,품목식별지침부호,품명(한글),품명(영문),품명정의(한글),품명정의(영문)
49719,T358-A,"수리키트,전기회전장비용","REPAIR KIT,ELECTRICAL ROTATING EQUIPMENT","(미국제외) 모두가 동일한 기본명을 가지지 않는 예비부분품 및 공구들의 집합체이다. 마모되거나 망가진 전동기,발전기 또는 유사한 전기회전장비를 수리하고 대체하도록 고안되었다. 공구가 없는 예비부분품을  포함한 품목들은 ""부품키트(서술된 품목)(PARTS KIT)""을 포함한다. 제외: ""MODIFICATION KIT"", ""INSTALLATION KIT(AS MODIFIED)""","A collection of spare parts and tools of which not all have the same basic name. The item is designed to repair or replace worn or damaged parts of an electrical motor, generator or similar electrical rotating equipment. For items which contain spare parts without tools see PARTS KIT (1) (as modified). Excludes:MODIFICATION KIT and INSTALLATION KIT (as modified)."
49721,T133-D,"뚜껑,보호,고정바와 막대용","CAP,PROTECTIVE,FIXATION BAR AND ROD",소형의 외부 양수체 기구에 사용되는 연결 바와 탄소섬유 막대와 함께 사용되도록  고안된 품목이다.,An item designed to be used with connecting bars and carbon fiber rods used on small external fixator instruments.
49722,T133-A,"확장기,혈관-근막용","DILATOR,VASCULAR-FASCIAL","규격 유도선 측정기와 함께 사용되는  일회용 장치로서 혈관,담관,농창,근막 및 그외 배농 유체 수집장치에 사용하도록 고안되었다.","A disposable device which is used with standard guide wire sizes. It is designed for use in vascular, biliary, abscess, fascial and other drainage fluid collection applications."
49723,T265-D,"들것,접는식","STRETCHER,FOLDING","일체형,관 상의 경량형,주걱 들것의 연장식 장치이다. 간호원이 키큰 환자를 조심스럽게 떠올리고,들것의 어느쪽 끝을 풀을 수  있도록 고안되었다. 신체부자유 환자를  가위형의 접속운동을 사용하여 들어올리고 지지하는데 사용된다. 배출 패들,매는 끈, 신속체결 버클,환자 팬딩 및 관련장구들로 구성되었다. 제외: ""LITTER, FOLDING, POLE"", ""LITTER, FOLDING, RIGID POLE"", ""LITTER, NONRIGID, POLELESS""","A one piece, tubular lightweight, scoop stretcher extended type device. It is designed so attendants can uncouple either end of the stretcher and gently scoop up patients who are tall, and for difficult body pickups and support using scissor-type closing motion. May consist of extruded paddles, restraint straps, one piece quick close buckle, patient pending, and other related features. Excludes:LITTER (1), FOLDING, POLE; LITTER (1), FOLDING, RIGID POLE; and LITTER (1), NONRIGID, POLELESS."
49724,T133-F,"진공펌프,산과용","VACUUM PUMP,OBSTETRICAL","방아쇠 안전기가 달린 경량의 손으로 쥘 수있는 품목으로서 분만 보조기로 사용되며  가압증기멸균기 또는 가스멸균기가 있다.  수은,수월한 시동장치 및 그외 관련 장구들의 인치 및 센티미터 양쪽 모두로 측정된  채색표시 조절 게이지를 포함한다.","A lightweight, hand held type item with trigger release. It is designed to be used as an aid in childbirth. May be steam autoclavable or gas sterilization. It may include color coded regulator gauge calibrated in both inches and centimeters of mercury, soft touch starter, and other related features."
49725,T117-A,"어댑터,흡입기,계량약량용","ADAPTER,INHALER,METERED DOSE","기도를 개방하도록 투약이 필요하고 통풍기가 있는 환자에게 계량약량 기관 확장기를 투여토록 설계된 품목이다.제외:CONNECTOR,INHALANT MASK ELBOW,DRUG DELIVERY SYSTEM","An item designed to deliver a metered dose broncheal dilator to a patient that is on a ventilator and requires the medication to keep airways open. Excludes:CONNECTOR, INHALANT MASK ELBOW, DRUG DELIVERY SYSTEM."
49726,A515L0,"가이드 키트,접속기용","GUIDE KIT,ELECTRICAL CONNECTOR","전기 접속기의 부정합 또는 비조정을  방지하도록 고안된 한쌍으로 접속되거나 않되어 있는 두개 이상의 품목이다. 접속기  잠금장치로서의 기능을 하고 설치 하드웨어를  포함한다. 단일 품목은 ""POLARIZING KEY, ELECTRICAL CONNECTOR"", ""GUIDE, ELECTRICAL CONNECTOR"", ""JACKSCREW ELECTRICAL CONNECTOR""를 참조한다.","Two or more items, which may or may not be a mated pair, designed to prevent the mismatching or misalignment of a connector, electrical. Items may also serve as a connector locking device (i.e., jackscrew). May include the mounting hardware. For single items see POLARIZING KEY, ELECTRICAL CONNECTOR; GUIDE, ELECTRICAL CONNECTOR; JACKSCREW ELECTRICAL CONNECTOR."
49727,T284-H,"연삭기,벨트와원판식,수직형","GRINDING MACHINE,BELT AND DISC,VERTICAL",,
49729,T133-H,"시일,집게판,폴립절제기구용","SEAL,FORCEPS VALVE,POLYPECTOMY INSTRUMENT","체액의 일탈을 방지하기 위해 생검 밸브 입구에 맞도록 고안된 고무제,준-일회용,봉합재와 뚜껑이다. 주사기 바늘이 달린 체액을 뽑기 위해 구멍이 나 있다.","A rubber, semi-disposable, seal and cap that is designed to fit over the biopsy valve port to prevent fluids from escaping. It may be punctured to extract fluids with a syringe needle."
49730,A515M0,"리셉터클,가이드 핀용","RECEPTACLE,GUIDE PIN","대개 금속으로 구성된 각종 형태의  품목으로서 장치 플랜지가 있기도 하고 없기도 하다. 각종 전자 구성품에 설치된 가이드  핀을 넣도록 고안되었다. 전자 구성품이"" 선 반, 전기장비용(RACK, ELECTRICAL EQUIPMENT)""과 ""장치대, 전기장비용(MOUNTING BASE,ELECTRICAL EQUIPMENT)""에 설치되었을 때  전자구성품의 작동을 조절하고 보호하는데 사용된다.","An item of various shapes usually constructed of metal. The item may or may not include a mounting flange. It is designed to receive the guide pins which are mounted on various electronic components. It is used to align and prevent movement of the electronic components when they are mounted in a RACK, ELECTICAL EQUIPMENT, and MOUNTING BASE, ELECTRICAL EQUIPMENT."
49731,A544M0,"태핏,브레이크 슈용","TAPPET,BRAKE SHOE",바퀴 멈추개 형의 브레이크 확대기 또는 조정기 조립체의 부품인 금속제 품목이다. 브레이크 슈에 확대기 또는 조정기 원뿔로 나누어진 운전을 전달하도록 고안되었다.,A metallic item which is part of a shoe-type brake expander or adjuster assembly.  Designed to transmit the motion imparted by the expander or adjuster cone to the brake shoe.
49732,A23900,"발포 주입-충격완화,강성체","FOAM INSULATION-BALLISTIC,RIGID",내부연료탱크를 둘러싸기 위해  사용되어지는 경화된 거품이다. 적의 화력으로부터 방호하고 제위치에 고정시킨다.,"A foam which hardens and is used to surround an item; i.e., an internal fuel tank. It provides protection from hostile fire and holds the item in position."
49733,T165-A,"모의탄,총포사격용","SIMULATOR,GUNFIRE",특수형의 총을 사격하는 소리를 정확하게 모의하기 위하여 설계한 불꽃 품목이다.,A pyrotechnic item designed to accurately simulate the sound of the firing of a specific type of gun.
49734,T165-A,"모의탄,기관총사격용","SIMULATOR,MACHINE GUNFIRE",기관총 사격의 단시간 연속사격 음향을  모의실험하도록 고안된 신호탄 장치이다.,A pyrotechnic device designed to simulate the sound of a short burst of a machine gunfire.
49735,T165-A,"모의탄,박격포화용","SIMULATOR,MORTAR FIRE",박격포화의 음향을 모의실험하도록 고안된 신호탄이다.,A pyrotechnic item designed to simulate the sound of mortar fire.
49736,T165-A,"모의탄,소총화력용","SIMULATOR,RIFLE FIRE",소총화력의 음향을 모의실험하도록 고안된 신호탄 장치이다.,A pyrotechnic device designed to simulate the sound of rifle fire.
49739,T117-A,"튜브,미립자 여과용","TUBE,PARTICULATE FILTRATION",유리 앰플에서 유체 흡입에 사용되는 적분 마이크론 여과기가 갖춰진 관이 달린  품목이다.,A tubed item with integral micron filter used for aspirating fluid from glass ampules.
49740,T087-B,"낭,배액,복막투석용","BAG,DRAINAGE,PERITONEAL DIALYSIS",,
49741,A23900,누름단추 세트,PUSH BUTTON SET,"둘 이상의 누름단추 그룹이다(스위치,회로 차단기,제어기 등의 착탈식 부분품).  어떠한 형태 또는 도안으로 되어 있고 문자, 숫자 또는 다른 특성으로 표시된 착탈식 상부로 되어 있다. 제외: ""KNOB, HANDLE, AND KEYTOP, KEYBOARD","A group of two or more push buttons (the detachable portion of a switch, circuit breaker, controller or the like). They may be any shape or design and may include detachable tops, marked with letter(s), numeral(s), or other characters. Excludes:KNOB, HANDLE, AND KEYTOP, KEYBOARD."
49742,A23900,"피뢰기조립체,전기서지용","ARRESTER ASSEMBLY,ELECTRICAL SURGE","공동설치되었거나 각각 설치된 두개 이상의 ""피뢰침,전기서지용(ARRESTER,ELECTRICAL SURGE)""이다. 전기접속을 위한 단자,결박단자 등을 포함하거나 포함하지 않을수 있다.","Two or more ARRESTER, ELECTRICAL SURGE having a common mounting or mounted on each other. It may or may not include terminals, binding posts or the like, for establishing electrical connection."
49743,T133-F,"통풍기,대용량,시간순환 산소구동식","VENTILATOR,VOLUME,TIME CYCLED,OXYGEN POWERED","병원,앰블런스,야전 및 군 항공의학 항공기에서 사용토록 고안된 품목으로서 호흡을  못하는 환자에 제어된 통풍기를 제공하고  자발적인 호흡환자에 보조 통풍을 제공한다. 제외: ""VENTILATOR, POCKET, PORTABLE"", ""VENTILATOR, VOLUME, PORTABLE""","An item designed to provide controlled ventilation for non-breathing patients and assisted ventilation for spontaneously breathing patients in hospital, ambulance, field uses and in military aeromedical aircraft. It may consist of a pneumatically controlled, manual and automatic selectable modes, portable ventilator apparatus time/volume cycled, airway pressure limited, patient valve, pressure relief valve, adjustable flow control valve, oxygen regulator with preset 50 psi outlet and DISS pin-indexed yoke to accommodate size D oxygen cylinder, hoses and other related features. Excludes:VENTILATOR, POCKET, PORTABLE and VENTILATOR, VOLUME, PORTABLE."
49744,T107-A,"어깨걸이키트,관절경검사용",SHOULDER SUSPENSION,"수술중 어깨를 적절히 고정하도록 고안된  품목의 집합체로서 상호 매는 밴드,스냅 달린 로프,훅,손 패드 및 그외 관련품목들을 포함한다.","A collection of items designed to hold the shoulder in place during this type of surgery. May include coband wrap, rope with snap, hook, hand pad, and other related items."
49745,A535Z0,에폭시 모르타르 키트,EPOXY MORTAR KIT,집합체가 아닌 굳어진 두 성분의 기본 재료이다. 봉합 혼합물과 접착제는 제외된다.,"A hard setting, two-component base material without aggregate. Excludes:sealing compounds and adhesive."
49746,T089-B,프로필렌 글리콜 용액,PROPYLENE GLYCOL SOLUTION,수용액 시스템의 냉각을 방지하는 처방된  비율로 된 비독성 혼합물이다.,A non-toxic mixture of prescribed proportions which will prevent freezing of water systems.
